id,status,date,matchday,competition_id
199,FINISHED,2017-01-03 20:00:00,20,1
200,FINISHED,2017-01-04 20:00:00,20,1
201,FINISHED,2017-01-14 12:30:00,21,1
202,FINISHED,2017-01-14 15:00:00,21,1
203,FINISHED,2017-01-14 15:00:00,21,1
204,FINISHED,2017-01-14 15:00:00,21,1
205,FINISHED,2017-01-14 15:00:00,21,1
206,FINISHED,2017-01-14 15:00:00,21,1
207,FINISHED,2017-01-14 15:00:00,21,1
208,FINISHED,2017-01-14 17:30:00,21,1
209,FINISHED,2017-01-15 13:30:00,21,1
210,FINISHED,2017-01-15 16:00:00,21,1
211,FINISHED,2017-01-21 12:30:00,22,1
212,FINISHED,2017-01-21 15:00:00,22,1
213,FINISHED,2017-01-21 15:00:00,22,1
214,FINISHED,2017-01-21 15:00:00,22,1
215,FINISHED,2017-01-21 15:00:00,22,1
216,FINISHED,2017-01-21 15:00:00,22,1
217,FINISHED,2017-01-21 17:30:00,22,1
218,FINISHED,2017-01-22 12:00:00,22,1
219,FINISHED,2017-01-22 14:15:00,22,1
220,FINISHED,2017-01-22 16:30:00,22,1
221,FINISHED,2017-01-31 19:45:00,23,1
222,FINISHED,2017-01-31 19:45:00,23,1
223,FINISHED,2017-01-31 19:45:00,23,1
224,FINISHED,2017-01-31 19:45:00,23,1
225,FINISHED,2017-01-31 19:45:00,23,1
226,FINISHED,2017-01-31 19:45:00,23,1
227,FINISHED,2017-01-31 20:00:00,23,1
228,FINISHED,2017-02-01 19:45:00,23,1
229,FINISHED,2017-02-01 20:00:00,23,1
230,FINISHED,2017-02-01 20:00:00,23,1
231,FINISHED,2017-02-04 12:30:00,24,1
232,FINISHED,2017-02-04 15:00:00,24,1
233,FINISHED,2017-02-04 15:00:00,24,1
234,FINISHED,2017-02-04 15:00:00,24,1
235,FINISHED,2017-02-04 15:00:00,24,1
236,FINISHED,2017-02-04 15:00:00,24,1
237,FINISHED,2017-02-04 15:00:00,24,1
238,FINISHED,2017-02-04 17:30:00,24,1
239,FINISHED,2017-02-05 13:30:00,24,1
240,FINISHED,2017-02-05 16:00:00,24,1
241,FINISHED,2017-02-11 12:30:00,25,1
242,FINISHED,2017-02-11 15:00:00,25,1
243,FINISHED,2017-02-11 15:00:00,25,1
244,FINISHED,2017-02-11 15:00:00,25,1
245,FINISHED,2017-02-11 15:00:00,25,1
246,FINISHED,2017-02-11 15:00:00,25,1
247,FINISHED,2017-02-11 17:30:00,25,1
248,FINISHED,2017-02-12 13:30:00,25,1
249,FINISHED,2017-02-12 16:00:00,25,1
250,FINISHED,2017-02-13 20:00:00,25,1
251,FINISHED,2017-02-25 15:00:00,26,1
252,FINISHED,2017-02-25 15:00:00,26,1
253,FINISHED,2017-02-25 15:00:00,26,1
254,FINISHED,2017-02-25 15:00:00,26,1
255,POSTPONED,2017-02-25 15:00:00,26,1
256,FINISHED,2017-02-25 15:00:00,26,1
257,FINISHED,2017-02-25 17:30:00,26,1
258,FINISHED,2017-02-26 13:30:00,26,1
259,FINISHED,2017-02-27 20:00:00,26,1
260,FINISHED,2017-03-04 12:30:00,27,1
261,FINISHED,2017-03-04 15:00:00,27,1
262,FINISHED,2017-03-04 15:00:00,27,1
263,FINISHED,2017-03-04 15:00:00,27,1
264,FINISHED,2017-03-04 15:00:00,27,1
265,FINISHED,2017-03-04 15:00:00,27,1
266,FINISHED,2017-03-04 17:30:00,27,1
267,FINISHED,2017-03-05 13:30:00,27,1
268,FINISHED,2017-03-05 16:00:00,27,1
269,FINISHED,2017-03-06 20:00:00,27,1
270,FINISHED,2017-03-08 19:45:00,28,1
271,FINISHED,2017-03-11 15:00:00,28,1
272,POSTPONED,2017-03-11 15:00:00,28,1
273,POSTPONED,2017-03-11 15:00:00,28,1
274,FINISHED,2017-03-11 15:00:00,28,1
275,FINISHED,2017-03-11 15:00:00,28,1
276,FINISHED,2017-03-12 16:00:00,28,1
277,FINISHED,2017-03-18 12:30:00,29,1
278,FINISHED,2017-03-18 15:00:00,29,1
279,FINISHED,2017-03-18 15:00:00,29,1
280,FINISHED,2017-03-18 15:00:00,29,1
281,FINISHED,2017-03-18 15:00:00,29,1
282,FINISHED,2017-03-18 15:00:00,29,1
283,FINISHED,2017-03-18 17:30:00,29,1
284,FINISHED,2017-03-19 12:00:00,29,1
285,FINISHED,2017-03-19 14:15:00,29,1
286,FINISHED,2017-03-19 16:30:00,29,1
287,FINISHED,2017-04-01 11:30:00,30,1
288,FINISHED,2017-04-01 14:00:00,30,1
289,FINISHED,2017-04-01 14:00:00,30,1
290,FINISHED,2017-04-01 14:00:00,30,1
291,FINISHED,2017-04-01 14:00:00,30,1
292,FINISHED,2017-04-01 14:00:00,30,1
293,FINISHED,2017-04-01 14:00:00,30,1
294,FINISHED,2017-04-01 16:30:00,30,1
295,FINISHED,2017-04-02 12:30:00,30,1
296,FINISHED,2017-04-02 15:00:00,30,1
297,FINISHED,2017-04-04 18:45:00,31,1
298,FINISHED,2017-04-04 18:45:00,31,1
299,FINISHED,2017-04-04 18:45:00,31,1
300,FINISHED,2017-04-04 19:00:00,31,1
301,FINISHED,2017-04-05 18:45:00,31,1
302,FINISHED,2017-04-05 18:45:00,31,1
303,FINISHED,2017-04-05 18:45:00,31,1
304,FINISHED,2017-04-05 18:45:00,31,1
305,FINISHED,2017-04-05 19:00:00,31,1
306,FINISHED,2017-04-05 19:00:00,31,1
307,FINISHED,2017-04-08 11:30:00,32,1
308,FINISHED,2017-04-08 14:00:00,32,1
309,FINISHED,2017-04-08 14:00:00,32,1
310,FINISHED,2017-04-08 14:00:00,32,1
311,FINISHED,2017-04-08 14:00:00,32,1
312,FINISHED,2017-04-08 14:00:00,32,1
313,FINISHED,2017-04-08 16:30:00,32,1
314,FINISHED,2017-04-09 12:30:00,32,1
315,FINISHED,2017-04-09 15:00:00,32,1
316,FINISHED,2017-04-10 19:00:00,32,1
317,TIMED,2017-04-15 11:30:00,33,1
318,TIMED,2017-04-15 14:00:00,33,1
319,TIMED,2017-04-15 14:00:00,33,1
320,TIMED,2017-04-15 14:00:00,33,1
321,TIMED,2017-04-15 14:00:00,33,1
322,TIMED,2017-04-15 14:00:00,33,1
323,TIMED,2017-04-15 16:30:00,33,1
324,TIMED,2017-04-16 12:30:00,33,1
325,TIMED,2017-04-16 15:00:00,33,1
326,TIMED,2017-04-17 19:00:00,33,1
327,POSTPONED,2017-04-22 11:30:00,34,1
328,TIMED,2017-04-22 14:00:00,34,1
329,TIMED,2017-04-22 14:00:00,34,1
330,TIMED,2017-04-22 14:00:00,34,1
331,TIMED,2017-04-22 14:00:00,34,1
332,POSTPONED,2017-04-22 14:00:00,34,1
333,POSTPONED,2017-04-23 11:00:00,34,1
334,TIMED,2017-04-23 13:15:00,34,1
335,TIMED,2017-04-23 15:30:00,34,1
336,POSTPONED,2017-04-25 18:45:00,34,1
337,POSTPONED,2017-04-26 18:45:00,28,1
338,POSTPONED,2017-04-26 18:45:00,28,1
339,POSTPONED,2017-04-26 19:00:00,28,1
340,POSTPONED,2017-04-27 19:00:00,26,1
341,SCHEDULED,2017-04-29 14:00:00,35,1
342,SCHEDULED,2017-04-29 14:00:00,35,1
343,SCHEDULED,2017-04-29 14:00:00,35,1
344,SCHEDULED,2017-04-29 14:00:00,35,1
345,SCHEDULED,2017-04-29 16:30:00,35,1
346,SCHEDULED,2017-04-30 11:00:00,35,1
347,SCHEDULED,2017-04-30 13:05:00,35,1
348,SCHEDULED,2017-04-30 13:05:00,35,1
349,SCHEDULED,2017-04-30 15:30:00,35,1
350,SCHEDULED,2017-05-01 19:00:00,35,1
351,SCHEDULED,2017-05-05 19:00:00,36,1
352,SCHEDULED,2017-05-06 11:30:00,36,1
353,SCHEDULED,2017-05-06 14:00:00,36,1
354,SCHEDULED,2017-05-06 14:00:00,36,1
355,SCHEDULED,2017-05-06 14:00:00,36,1
356,SCHEDULED,2017-05-06 14:00:00,36,1
357,SCHEDULED,2017-05-06 16:30:00,36,1
358,SCHEDULED,2017-05-07 12:30:00,36,1
359,SCHEDULED,2017-05-07 15:00:00,36,1
360,SCHEDULED,2017-05-08 19:00:00,36,1
361,SCHEDULED,2017-05-13 14:00:00,37,1
362,SCHEDULED,2017-05-13 14:00:00,37,1
363,SCHEDULED,2017-05-13 14:00:00,37,1
364,SCHEDULED,2017-05-13 14:00:00,37,1
365,SCHEDULED,2017-05-13 14:00:00,37,1
366,SCHEDULED,2017-05-13 14:00:00,37,1
367,SCHEDULED,2017-05-13 14:00:00,37,1
368,SCHEDULED,2017-05-13 14:00:00,37,1
369,SCHEDULED,2017-05-13 14:00:00,37,1
370,SCHEDULED,2017-05-13 14:00:00,37,1
371,SCHEDULED,2017-05-21 14:00:00,38,1
372,SCHEDULED,2017-05-21 14:00:00,38,1
373,SCHEDULED,2017-05-21 14:00:00,38,1
374,SCHEDULED,2017-05-21 14:00:00,38,1
375,SCHEDULED,2017-05-21 14:00:00,38,1
376,SCHEDULED,2017-05-21 14:00:00,38,1
377,SCHEDULED,2017-05-21 14:00:00,38,1
378,SCHEDULED,2017-05-21 14:00:00,38,1
379,SCHEDULED,2017-05-21 14:00:00,38,1
380,SCHEDULED,2017-05-21 14:00:00,38,1
381,FINISHED,2016-08-20 16:00:00,1,2
382,FINISHED,2016-08-20 18:45:00,1,2
383,FINISHED,2016-08-21 16:00:00,1,2
384,FINISHED,2016-08-21 18:45:00,1,2
385,FINISHED,2016-08-21 18:45:00,1,2
386,FINISHED,2016-08-21 18:45:00,1,2
387,FINISHED,2016-08-21 18:45:00,1,2
388,FINISHED,2016-08-21 18:45:00,1,2
389,FINISHED,2016-08-21 18:45:00,1,2
390,FINISHED,2016-08-21 18:45:00,1,2
391,FINISHED,2016-08-27 16:00:00,2,2
392,FINISHED,2016-08-27 18:45:00,2,2
393,FINISHED,2016-08-28 16:00:00,2,2
394,FINISHED,2016-08-28 18:45:00,2,2
395,FINISHED,2016-08-28 18:45:00,2,2
396,FINISHED,2016-08-28 18:45:00,2,2
397,FINISHED,2016-08-28 18:45:00,2,2
398,FINISHED,2016-08-28 18:45:00,2,2
399,FINISHED,2016-08-28 18:45:00,2,2
400,FINISHED,2016-08-28 18:45:00,2,2
401,FINISHED,2016-09-10 16:00:00,3,2
402,FINISHED,2016-09-10 18:45:00,3,2
403,FINISHED,2016-09-11 10:30:00,3,2
404,FINISHED,2016-09-11 13:00:00,3,2
405,FINISHED,2016-09-11 13:00:00,3,2
406,FINISHED,2016-09-11 13:00:00,3,2
407,FINISHED,2016-09-11 13:00:00,3,2
408,FINISHED,2016-09-11 18:45:00,3,2
409,FINISHED,2016-09-12 18:45:00,3,2
410,FINISHED,2016-09-16 18:45:00,4,2
411,FINISHED,2016-09-17 16:00:00,4,2
412,FINISHED,2016-09-17 18:45:00,4,2
413,FINISHED,2016-09-18 10:30:00,4,2
414,FINISHED,2016-09-18 13:00:00,4,2
415,FINISHED,2016-09-18 13:00:00,4,2
416,FINISHED,2016-09-18 13:00:00,4,2
417,FINISHED,2016-09-18 13:00:00,4,2
418,FINISHED,2016-09-18 16:00:00,4,2
419,FINISHED,2016-09-18 18:45:00,4,2
420,FINISHED,2016-09-20 18:45:00,5,2
421,FINISHED,2016-09-21 16:30:00,5,2
422,FINISHED,2016-09-21 18:45:00,5,2
423,FINISHED,2016-09-21 18:45:00,5,2
424,FINISHED,2016-09-21 18:45:00,5,2
425,FINISHED,2016-09-21 18:45:00,5,2
426,FINISHED,2016-09-21 18:45:00,5,2
427,FINISHED,2016-09-21 18:45:00,5,2
428,FINISHED,2016-09-21 18:45:00,5,2
429,FINISHED,2016-09-21 18:45:00,5,2
430,FINISHED,2016-09-24 16:00:00,6,2
431,FINISHED,2016-09-24 18:45:00,6,2
432,FINISHED,2016-09-25 10:30:00,6,2
433,FINISHED,2016-09-25 13:00:00,6,2
434,FINISHED,2016-09-25 13:00:00,6,2
435,FINISHED,2016-09-25 13:00:00,6,2
436,FINISHED,2016-09-25 13:00:00,6,2
437,FINISHED,2016-09-25 18:45:00,6,2
438,FINISHED,2016-09-26 17:00:00,6,2
439,FINISHED,2016-09-26 18:45:00,6,2
440,FINISHED,2016-10-01 16:00:00,7,2
441,FINISHED,2016-10-01 18:45:00,7,2
442,FINISHED,2016-10-02 10:30:00,7,2
443,FINISHED,2016-10-02 13:00:00,7,2
444,FINISHED,2016-10-02 13:00:00,7,2
445,FINISHED,2016-10-02 13:00:00,7,2
446,FINISHED,2016-10-02 13:00:00,7,2
447,FINISHED,2016-10-02 16:00:00,7,2
448,FINISHED,2016-10-02 16:00:00,7,2
449,FINISHED,2016-10-02 18:45:00,7,2
450,FINISHED,2016-10-15 13:00:00,8,2
451,FINISHED,2016-10-15 16:00:00,8,2
452,FINISHED,2016-10-15 18:45:00,8,2
453,FINISHED,2016-10-16 10:30:00,8,2
454,FINISHED,2016-10-16 13:00:00,8,2
455,FINISHED,2016-10-16 13:00:00,8,2
456,FINISHED,2016-10-16 13:00:00,8,2
457,FINISHED,2016-10-16 13:00:00,8,2
458,FINISHED,2016-10-16 18:45:00,8,2
459,FINISHED,2016-10-17 18:45:00,8,2
460,FINISHED,2016-10-22 16:00:00,9,2
461,FINISHED,2016-10-22 18:45:00,9,2
462,FINISHED,2016-10-23 10:30:00,9,2
463,FINISHED,2016-10-23 13:00:00,9,2
464,FINISHED,2016-10-23 13:00:00,9,2
465,FINISHED,2016-10-23 13:00:00,9,2
466,FINISHED,2016-10-23 13:00:00,9,2
467,FINISHED,2016-10-23 13:00:00,9,2
468,FINISHED,2016-10-23 16:00:00,9,2
469,FINISHED,2016-10-23 18:45:00,9,2
470,FINISHED,2016-10-25 18:45:00,10,2
471,FINISHED,2016-10-26 18:45:00,10,2
472,FINISHED,2016-10-26 18:45:00,10,2
473,FINISHED,2016-10-26 18:45:00,10,2
474,FINISHED,2016-10-26 18:45:00,10,2
475,FINISHED,2016-10-26 18:45:00,10,2
476,FINISHED,2016-10-26 18:45:00,10,2
477,FINISHED,2016-10-26 18:45:00,10,2
478,FINISHED,2016-10-26 18:45:00,10,2
479,FINISHED,2016-10-27 18:45:00,10,2
480,FINISHED,2016-10-29 16:00:00,11,2
481,FINISHED,2016-10-29 18:45:00,11,2
482,FINISHED,2016-10-30 11:30:00,11,2
483,FINISHED,2016-10-30 14:00:00,11,2
484,FINISHED,2016-10-30 14:00:00,11,2
485,FINISHED,2016-10-30 14:00:00,11,2
486,FINISHED,2016-10-30 14:00:00,11,2
487,FINISHED,2016-10-30 19:45:00,11,2
488,FINISHED,2016-10-31 18:00:00,11,2
489,FINISHED,2016-10-31 20:00:00,11,2
490,FINISHED,2016-11-05 17:00:00,12,2
491,FINISHED,2016-11-05 19:45:00,12,2
492,FINISHED,2016-11-06 11:30:00,12,2
493,FINISHED,2016-11-06 14:00:00,12,2
494,FINISHED,2016-11-06 14:00:00,12,2
495,FINISHED,2016-11-06 14:00:00,12,2
496,FINISHED,2016-11-06 14:00:00,12,2
497,FINISHED,2016-11-06 17:00:00,12,2
498,FINISHED,2016-11-06 17:00:00,12,2
499,FINISHED,2016-11-06 19:45:00,12,2
500,FINISHED,2016-11-19 14:00:00,13,2
501,FINISHED,2016-11-19 17:00:00,13,2
502,FINISHED,2016-11-19 19:45:00,13,2
503,FINISHED,2016-11-20 11:30:00,13,2
504,FINISHED,2016-11-20 14:00:00,13,2
505,FINISHED,2016-11-20 14:00:00,13,2
506,FINISHED,2016-11-20 14:00:00,13,2
507,FINISHED,2016-11-20 14:00:00,13,2
508,FINISHED,2016-11-20 14:00:00,13,2
509,FINISHED,2016-11-20 19:45:00,13,2
510,FINISHED,2016-11-26 17:00:00,14,2
511,FINISHED,2016-11-26 19:45:00,14,2
512,FINISHED,2016-11-27 11:30:00,14,2
513,FINISHED,2016-11-27 14:00:00,14,2
514,FINISHED,2016-11-27 14:00:00,14,2
515,FINISHED,2016-11-27 14:00:00,14,2
516,FINISHED,2016-11-27 14:00:00,14,2
517,FINISHED,2016-11-27 19:45:00,14,2
518,FINISHED,2016-11-28 18:00:00,14,2
519,FINISHED,2016-11-28 20:00:00,14,2
520,FINISHED,2016-12-02 19:45:00,15,2
521,FINISHED,2016-12-03 19:45:00,15,2
522,FINISHED,2016-12-04 11:30:00,15,2
523,FINISHED,2016-12-04 14:00:00,15,2
524,FINISHED,2016-12-04 14:00:00,15,2
525,FINISHED,2016-12-04 14:00:00,15,2
526,FINISHED,2016-12-04 14:00:00,15,2
527,FINISHED,2016-12-04 19:45:00,15,2
528,FINISHED,2016-12-05 18:00:00,15,2
529,FINISHED,2016-12-05 20:00:00,15,2
530,FINISHED,2016-12-10 17:00:00,16,2
531,FINISHED,2016-12-10 19:45:00,16,2
532,FINISHED,2016-12-11 11:30:00,16,2
533,FINISHED,2016-12-11 14:00:00,16,2
534,FINISHED,2016-12-11 14:00:00,16,2
535,FINISHED,2016-12-11 14:00:00,16,2
536,FINISHED,2016-12-11 14:00:00,16,2
537,FINISHED,2016-12-11 19:45:00,16,2
538,FINISHED,2016-12-12 18:00:00,16,2
539,FINISHED,2016-12-12 20:00:00,16,2
540,FINISHED,2016-12-15 19:00:00,3,2
541,FINISHED,2016-12-17 14:00:00,17,2
542,FINISHED,2016-12-17 17:00:00,17,2
543,FINISHED,2016-12-17 19:45:00,17,2
544,FINISHED,2016-12-18 11:30:00,17,2
545,FINISHED,2016-12-18 14:00:00,17,2
546,FINISHED,2016-12-18 14:00:00,17,2
547,FINISHED,2016-12-18 14:00:00,17,2
548,FINISHED,2016-12-18 14:00:00,17,2
549,FINISHED,2016-12-18 19:45:00,17,2
550,FINISHED,2016-12-18 19:45:00,17,2
551,FINISHED,2016-12-20 19:45:00,18,2
552,FINISHED,2016-12-21 19:45:00,18,2
553,FINISHED,2016-12-22 19:45:00,18,2
554,FINISHED,2016-12-22 19:45:00,18,2
555,FINISHED,2016-12-22 19:45:00,18,2
