id,goals_home,goals_away,odds_home_win,odds_away_win,draw,fixture_id
708,NaN,NaN,NaN,NaN,NaN,708
709,NaN,NaN,NaN,NaN,NaN,709
710,NaN,NaN,NaN,NaN,NaN,710
711,NaN,NaN,NaN,NaN,NaN,711
712,NaN,NaN,NaN,NaN,NaN,712
713,NaN,NaN,NaN,NaN,NaN,713
714,NaN,NaN,NaN,NaN,NaN,714
715,NaN,NaN,NaN,NaN,NaN,715
716,NaN,NaN,NaN,NaN,NaN,716
717,NaN,NaN,NaN,NaN,NaN,717
718,NaN,NaN,NaN,NaN,NaN,718
719,NaN,NaN,NaN,NaN,NaN,719
720,NaN,NaN,NaN,NaN,NaN,720
721,NaN,NaN,NaN,NaN,NaN,721
722,NaN,NaN,NaN,NaN,NaN,722
723,NaN,NaN,NaN,NaN,NaN,723
724,NaN,NaN,NaN,NaN,NaN,724
725,NaN,NaN,NaN,NaN,NaN,725
726,NaN,NaN,NaN,NaN,NaN,726
727,NaN,NaN,NaN,NaN,NaN,727
728,NaN,NaN,NaN,NaN,NaN,728
729,NaN,NaN,NaN,NaN,NaN,729
730,NaN,NaN,NaN,NaN,NaN,730
731,NaN,NaN,NaN,NaN,NaN,731
732,NaN,NaN,NaN,NaN,NaN,732
733,NaN,NaN,NaN,NaN,NaN,733
734,NaN,NaN,NaN,NaN,NaN,734
735,NaN,NaN,NaN,NaN,NaN,735
736,NaN,NaN,NaN,NaN,NaN,736
737,NaN,NaN,NaN,NaN,NaN,737
738,NaN,NaN,NaN,NaN,NaN,738
739,NaN,NaN,NaN,NaN,NaN,739
740,NaN,NaN,NaN,NaN,NaN,740
741,NaN,NaN,NaN,NaN,NaN,741
742,NaN,NaN,NaN,NaN,NaN,742
743,NaN,NaN,NaN,NaN,NaN,743
744,NaN,NaN,NaN,NaN,NaN,744
745,NaN,NaN,NaN,NaN,NaN,745
746,NaN,NaN,NaN,NaN,NaN,746
747,NaN,NaN,NaN,NaN,NaN,747
748,NaN,NaN,NaN,NaN,NaN,748
749,NaN,NaN,NaN,NaN,NaN,749
750,NaN,NaN,NaN,NaN,NaN,750
751,NaN,NaN,NaN,NaN,NaN,751
752,NaN,NaN,NaN,NaN,NaN,752
753,NaN,NaN,NaN,NaN,NaN,753
754,NaN,NaN,NaN,NaN,NaN,754
755,NaN,NaN,NaN,NaN,NaN,755
756,NaN,NaN,NaN,NaN,NaN,756
757,NaN,NaN,NaN,NaN,NaN,757
758,NaN,NaN,NaN,NaN,NaN,758
759,NaN,NaN,NaN,NaN,NaN,759
760,NaN,NaN,NaN,NaN,NaN,760
761,1,1,1.72,4.8,3.6,761
762,2,1,2.05,3.6,3.3,762
763,6,2,1.08,34,10,763
764,1,1,2.7,2.6,3.3,764
765,6,4,1.6,5.5,4.2,765
766,2,1,3.5,2.05,3.5,766
767,0,3,4.8,1.65,4,767
768,1,1,1.22,17,5.5,768
769,0,1,1.53,6.5,4,769
770,2,4,1.61,5.5,3.8,770
771,0,0,2.25,3.2,3.25,771
772,2,2,2.25,3.25,3.2,772
773,1,0,2.62,2.7,3.2,773
774,0,2,3,2.45,3.1,774
775,2,1,1.18,15,6.5,775
776,0,0,7,1.57,3.5,776
777,5,1,1.85,4.2,3.5,777
778,0,0,2.1,3.5,3.3,778
779,0,1,6,1.5,4.2,779
780,0,0,2.5,2.87,3.25,780
781,1,1,2.1,3.9,3.4,781
782,0,4,6,1.75,3.5,782
783,5,2,1.05,34,15,783
784,0,2,2.3,3.1,3.2,784
785,2,1,1.61,5.5,4.33,785
786,1,2,1.08,34,15,786
787,2,1,2.25,3.5,3.25,787
788,2,3,1.66,5.5,4,788
789,1,2,2.2,3.5,3.4,789
790,0,1,3.6,2.2,3.3,790
791,2,2,NaN,NaN,NaN,791
792,1,5,NaN,NaN,NaN,792
793,5,0,1.16,21,6.5,793
794,1,1,2.87,2.6,3.4,794
795,1,0,2.2,3.5,3.4,795
796,0,0,3,2.6,3.1,796
797,2,1,1.85,4.6,3.6,797
798,2,1,1.85,4.8,3.5,798
799,0,2,7,1.5,4.5,799
800,0,0,2.3,3.25,3.1,800
801,2,1,1.8,5,3.3,801
802,1,0,1.44,7,4.33,802
803,2,1,1.55,6,4,803
804,1,1,1.2,13,6.5,804
805,1,1,1.6,5.5,3.9,805
806,1,2,4.33,1.9,3.3,806
807,4,1,2,3.9,3.3,807
808,1,2,2.9,2.6,3.1,808
809,1,2,2.1,3.6,3.2,809
810,2,1,1.57,6,3.9,810
811,1,0,2.7,2.9,3.2,811
812,2,0,2.6,3,3.25,812
813,0,5,13,1.25,5.5,813
814,3,1,2.05,3.7,3.6,814
815,2,2,9,1.36,5.5,815
816,1,2,2.87,2.62,3.3,816
817,1,0,1.22,17,7,817
818,3,1,1.4,10,4.75,818
819,0,2,2.3,3.25,3.4,819
820,3,1,2.1,3.6,3.4,820
821,1,0,NaN,NaN,NaN,821
822,0,1,2.45,3,3.1,822
823,2,1,1.44,7.5,4.2,823
824,2,2,2.6,2.8,3.2,824
825,2,1,2,4,3.2,825
826,0,2,4.2,1.85,3.5,826
827,1,1,1.08,34,12,827
828,2,1,2.45,3.1,3.1,828
829,0,0,2.87,2.7,3,829
830,4,3,8,1.4,4.33,830
831,0,0,NaN,NaN,NaN,831
832,2,3,3.4,2.15,3.3,832
833,4,0,1.1,26,9.5,833
834,7,1,1.11,21,9,834
835,1,6,8,1.36,4.75,835
836,1,1,2.62,2.9,3,836
837,3,2,1.85,4.33,3.5,837
838,1,2,3.5,2.15,3.3,838
839,5,0,1.85,4.5,3.4,839
840,2,3,1.8,5,3.7,840
841,1,2,2.75,2.75,3.25,841
842,3,3,2.05,4,3.4,842
843,2,3,6,1.44,4.6,843
844,3,0,1.7,6,3.75,844
845,0,0,2.15,3.6,3.5,845
846,4,1,1.75,5.5,3.6,846
847,1,0,3.9,2,3.4,847
848,4,0,1.85,4.6,3.3,848
849,2,1,1.7,5.5,3.6,849
850,2,1,1.22,15,6.5,850
851,0,2,NaN,NaN,NaN,851
852,1,1,NaN,NaN,NaN,852
853,1,4,NaN,NaN,NaN,853
854,4,2,NaN,NaN,NaN,854
855,1,0,NaN,NaN,NaN,855
856,2,1,3.1,2.45,3.1,856
857,1,1,1.36,11,4.4,857
858,0,1,2.25,3.4,3.1,858
859,3,3,2.37,3.1,3.2,859
860,1,1,2.87,2.6,3.1,860
861,3,2,NaN,NaN,NaN,861
862,1,1,2.62,3,3.1,862
863,2,0,5.8,1.61,3.75,863
864,0,1,2.37,3.4,3.25,864
865,1,0,2,4,3.6,865
866,3,0,1.1,26,15,866
867,2,1,2.25,3.2,3.3,867
868,0,0,2.87,2.7,3.25,868
869,2,0,1.53,7.5,4.33,869
870,1,2,5,1.65,4.5,870
871,2,0,NaN,NaN,NaN,871
872,2,3,NaN,NaN,NaN,872
873,0,0,NaN,NaN,NaN,873
874,1,0,NaN,NaN,NaN,874
875,0,3,NaN,NaN,NaN,875
876,0,1,NaN,NaN,NaN,876
877,1,1,NaN,NaN,NaN,877
878,1,3,NaN,NaN,NaN,878
879,1,0,NaN,NaN,NaN,879
880,2,0,NaN,NaN,NaN,880
881,3,1,NaN,NaN,NaN,881
882,4,3,2.05,4.2,3.5,882
883,2,1,1.07,41,15,883
884,3,0,1.83,5.5,3.5,884
885,2,1,1.75,4.8,4,885
886,0,2,1.53,8,4,886
887,0,3,12,1.3,5.5,887
888,3,1,1.57,6.5,4.2,888
889,1,1,7,1.5,4.6,889
890,3,1,2.6,2.75,3.25,890
891,2,1,5,1.75,3.75,891
892,1,1,1.7,4.5,4,892
893,0,0,3.1,2.7,3.1,893
894,0,0,1.28,13,5.5,894
895,3,3,2.45,3.1,3.25,895
896,3,1,1.9,4.6,3.5,896
897,1,1,2.5,3,3.3,897
898,3,1,2.05,3.8,3.5,898
899,2,2,1.75,5,3.8,899
900,5,1,2.9,2.5,3.1,900
901,1,1,1.66,5.5,4.2,901
902,0,3,15,1.18,8,902
903,3,2,1.95,4.2,3.7,903
904,1,1,1.8,5,3.75,904
905,3,2,1.18,15,7.5,905
906,0,0,1.85,4.6,3.6,906
907,0,3,2.75,2.7,3.3,907
908,2,1,1.72,5.5,3.7,908
909,1,0,3.1,2.37,3.1,909
910,3,0,4.33,1.9,3.3,910
911,1,0,2.37,3.5,3.1,911
912,1,3,3.6,2.2,3.3,912
913,1,0,1.28,13,5.5,913
914,0,2,3.6,2,3.5,914
915,4,1,1.5,6.5,4.33,915
916,1,1,2.6,2.9,3,916
917,2,0,1.55,6.5,3.9,917
918,4,1,1.1,26,9.5,918
919,2,1,1.9,4.2,3.5,919
920,1,1,2,3.7,3.25,920
921,5,0,1.05,34,13,921
922,0,2,5.5,1.66,3.5,922
923,1,0,1.66,4.6,4,923
924,0,4,2.37,3,3.3,924
925,0,0,1.5,7,3.8,925
926,2,0,2.05,3.7,3.3,926
927,3,1,1.9,4,3.6,927
928,1,1,6.5,1.5,4,928
929,3,3,3.8,2,3.4,929
930,0,0,3.2,2.2,3.4,930
931,5,0,1.08,29,11,931
932,1,0,1.22,15,5.5,932
933,0,0,2.7,2.6,3.3,933
934,2,1,1.75,4.33,3.9,934
935,1,0,1.8,4.2,3.9,935
936,1,1,2,3.6,3.6,936
937,2,3,2.6,2.75,3.25,937
938,2,1,4,1.9,3.6,938
939,0,2,NaN,NaN,NaN,939
940,1,1,1.9,4,3.5,940
941,3,1,NaN,NaN,NaN,941
942,2,1,1.11,23,9,942
943,2,2,NaN,NaN,NaN,943
944,0,2,1.8,4.5,3.5,944
945,3,4,NaN,NaN,NaN,945
946,2,2,3.8,2,3.4,946
947,1,0,2,3.7,3.4,947
948,0,0,1.72,5.8,3.7,948
949,0,4,10,1.3,6,949
950,1,1,3.2,2.25,3.3,950
951,2,0,1.36,8.5,4.5,951
952,0,0,7,1.57,3.6,952
953,3,1,2.05,3.5,3.5,953
954,0,2,2.45,3,3.2,954
955,1,1,15,1.22,6,955
956,3,1,3.3,2.15,3.4,956
957,2,1,1.35,10,4.6,957
958,3,0,1.22,13,6,958
959,3,1,2.5,2.7,3.4,959
960,0,1,2.1,3.6,3.3,960
961,3,0,1.22,11,6,961
962,2,0,1.28,15,4.8,962
963,0,4,1.9,3.9,3.6,963
964,0,0,1.66,5,3.9,964
965,2,4,2.3,3.2,3.1,965
966,3,2,1.3,11,5,966
967,NaN,NaN,7,1.5,4,967
968,1,0,3.1,2.37,3.2,968
969,1,2,2.6,2.75,3.2,969
970,0,0,2.6,2.7,3.3,970
971,0,6,11,1.33,4.8,971
972,2,1,1.61,5.8,3.8,972
973,1,3,13,1.22,6.5,973
974,1,1,1.7,5,3.75,974
975,0,2,1.8,4.2,3.7,975
976,0,1,3.1,2.2,3.5,976
977,3,2,1.36,9,4.75,977
978,4,0,1.6,5.8,3.9,978
979,4,1,3,2.6,3.25,979
980,1,4,7.5,1.53,4.2,980
981,2,0,1.16,19,7.5,981
982,0,1,2.05,4.33,3.25,982
983,2,0,1.55,6.5,4.33,983
984,0,1,1.9,4.6,3.4,984
985,2,0,2.25,3.25,3.2,985
986,3,0,1.6,5.8,3.8,986
987,2,1,1.07,26,11,987
988,2,1,1.95,3.9,3.4,988
989,2,1,NaN,NaN,NaN,989
990,0,1,2.75,2.8,3.3,990
991,2,1,2.7,2.87,3.25,991
992,1,2,3.7,2.1,3.6,992
993,4,0,2.45,3.2,3.25,993
994,3,0,2.05,3.7,3.6,994
995,3,0,1.65,6,3.5,995
996,1,2,2.9,2.4,3.25,996
997,3,1,1.44,7.5,4.2,997
998,1,1,2.7,2.7,3.1,998
999,2,3,5,1.66,3.75,999
1000,2,2,1.8,4.5,3.6,1000
1001,1,0,1.61,6,3.7,1001
1002,1,2,2.05,3.5,3.6,1002
1003,6,1,1.07,41,12,1003
1004,1,4,3.8,1.95,3.5,1004
1005,3,3,1.15,21,7.5,1005
1006,2,1,2.7,2.7,3.1,1006
1007,2,2,1.95,3.9,3.5,1007
1008,1,1,5.5,1.66,3.5,1008
1009,1,0,1.65,5,3.9,1009
1010,2,3,2.6,3.2,3.1,1010
1011,1,0,1.83,5,3.6,1011
1012,1,4,6.5,1.57,4.2,1012
1013,2,0,1.75,5,3.75,1013
1014,5,0,1.15,21,11,1014
1015,0,1,2.62,2.87,3.3,1015
1016,3,0,1.44,7.5,4.2,1016
1017,5,2,1.57,5.5,4,1017
1018,1,0,1.8,4.33,3.7,1018
1019,1,1,3.9,2,3.3,1019
1020,1,1,2.15,3.7,3.4,1020
1021,4,3,2.05,3.5,3.4,1021
1022,1,1,1.5,6.5,4.2,1022
1023,1,1,1.44,8.5,4.2,1023
1024,1,2,1.9,3.9,3.5,1024
1025,0,1,7.5,1.44,4.2,1025
1026,0,2,2.05,3.5,3.4,1026
1027,2,1,13,1.25,5.8,1027
1028,0,1,2.4,2.9,3.3,1028
1029,2,1,1.11,29,9,1029
1030,1,1,3,2.37,3.3,1030
1031,1,0,NaN,NaN,NaN,1031
1032,1,1,1.95,4.6,3.4,1032
1033,1,2,5,1.7,4.33,1033
1034,1,0,2.6,3.1,3.2,1034
1035,2,0,1.44,8.5,4.8,1035
1036,0,0,2.45,3.3,3.2,1036
1037,3,1,1.66,5.5,4,1037
1038,3,1,2.05,3.7,3.6,1038
1039,0,1,2.2,3.6,3.3,1039
1040,4,2,1.12,21,10,1040
1041,2,1,2.3,3.5,3.3,1041
1042,2,3,1.85,4.5,3.7,1042
1043,1,2,6,1.61,4,1043
1044,1,1,1.75,5.5,3.6,1044
1045,0,2,5,1.8,3.7,1045
1046,0,0,1.33,9,5,1046
1047,3,0,1.11,23,9,1047
1048,3,0,1.83,4,3.7,1048
1049,1,4,15,1.18,7,1049
1050,3,1,1.95,3.9,3.5,1050
1051,2,0,1.65,5,3.8,1051
1052,0,1,2.87,2.45,3.3,1052
1053,1,0,1.4,8,4.6,1053
1054,3,0,1.22,13,6,1054
1055,0,0,1.7,4.75,3.8,1055
1056,0,1,1.44,7.5,4.4,1056
1057,0,1,2.5,2.75,3.3,1057
1058,2,4,11,1.28,5.5,1058
1059,3,1,1.9,3.9,3.7,1059
1060,3,2,2.05,3.5,3.4,1060
1061,3,1,2.1,3.4,3.4,1061
1062,1,0,2,4,3.2,1062
1063,1,1,1.75,4.8,3.6,1063
1064,4,2,1.44,7.5,4.2,1064
1065,2,0,15,1.22,6.5,1065
1066,1,3,2.75,2.5,3.3,1066
1067,0,2,2.1,3.3,3.5,1067
1068,2,1,3.1,2.4,3.1,1068
1069,4,1,1.95,3.8,3.5,1069
1070,3,1,1.44,7.5,4.2,1070
1071,NaN,NaN,1.65,5.8,3.6,1071
1072,NaN,NaN,2.1,3.5,3.3,1072
1073,NaN,NaN,7.5,1.35,5.5,1073
1074,NaN,NaN,1.15,23,7,1074
1075,NaN,NaN,1.11,23,9.5,1075
1076,NaN,NaN,2.2,3.4,3.25,1076
1077,NaN,NaN,2.5,2.75,3.3,1077
1078,NaN,NaN,2.37,3,3.25,1078
1079,NaN,NaN,3.7,2.05,3.4,1079
1080,NaN,NaN,2.87,2.62,3,1080
1081,NaN,NaN,1.25,11,6,1081
1082,NaN,NaN,2.3,3,3.5,1082
1083,NaN,NaN,1.61,5.8,3.8,1083
1084,NaN,NaN,2.5,2.75,3.4,1084
1085,NaN,NaN,5,1.66,3.75,1085
1086,NaN,NaN,1.8,4.2,3.75,1086
1087,NaN,NaN,1.9,4,3.6,1087
1088,NaN,NaN,2.05,3.5,3.5,1088
1089,NaN,NaN,1.95,3.8,3.5,1089
1090,NaN,NaN,2.3,3,3.4,1090
1091,NaN,NaN,NaN,NaN,NaN,1091
1092,NaN,NaN,NaN,NaN,NaN,1092
1093,NaN,NaN,NaN,NaN,NaN,1093
1094,NaN,NaN,NaN,NaN,NaN,1094
1095,NaN,NaN,NaN,NaN,NaN,1095
1096,NaN,NaN,NaN,NaN,NaN,1096
1097,NaN,NaN,NaN,NaN,NaN,1097
1098,NaN,NaN,NaN,NaN,NaN,1098
1099,NaN,NaN,NaN,NaN,NaN,1099
1100,NaN,NaN,NaN,NaN,NaN,1100
1101,NaN,NaN,NaN,NaN,NaN,1101
1102,NaN,NaN,NaN,NaN,NaN,1102
1103,NaN,NaN,NaN,NaN,NaN,1103
1104,NaN,NaN,NaN,NaN,NaN,1104
1105,NaN,NaN,NaN,NaN,NaN,1105
1106,NaN,NaN,NaN,NaN,NaN,1106
1107,NaN,NaN,NaN,NaN,NaN,1107
1108,NaN,NaN,NaN,NaN,NaN,1108
1109,NaN,NaN,NaN,NaN,NaN,1109
1110,NaN,NaN,NaN,NaN,NaN,1110
1111,NaN,NaN,NaN,NaN,NaN,1111
1112,NaN,NaN,NaN,NaN,NaN,1112
1113,NaN,NaN,NaN,NaN,NaN,1113
1114,NaN,NaN,NaN,NaN,NaN,1114
1115,NaN,NaN,NaN,NaN,NaN,1115
1116,NaN,NaN,NaN,NaN,NaN,1116
1117,NaN,NaN,NaN,NaN,NaN,1117
1118,NaN,NaN,NaN,NaN,NaN,1118
1119,NaN,NaN,NaN,NaN,NaN,1119
1120,NaN,NaN,NaN,NaN,NaN,1120
1121,NaN,NaN,NaN,NaN,NaN,1121
1122,NaN,NaN,NaN,NaN,NaN,1122
1123,NaN,NaN,NaN,NaN,NaN,1123
1124,NaN,NaN,NaN,NaN,NaN,1124
1125,NaN,NaN,NaN,NaN,NaN,1125
1126,NaN,NaN,NaN,NaN,NaN,1126
1127,NaN,NaN,NaN,NaN,NaN,1127
1128,NaN,NaN,NaN,NaN,NaN,1128
1129,NaN,NaN,NaN,NaN,NaN,1129
1130,NaN,NaN,NaN,NaN,NaN,1130
1131,NaN,NaN,NaN,NaN,NaN,1131
1132,NaN,NaN,NaN,NaN,NaN,1132
1133,NaN,NaN,NaN,NaN,NaN,1133
1134,NaN,NaN,NaN,NaN,NaN,1134
1135,NaN,NaN,NaN,NaN,NaN,1135
1136,NaN,NaN,NaN,NaN,NaN,1136
1137,NaN,NaN,NaN,NaN,NaN,1137
1138,NaN,NaN,NaN,NaN,NaN,1138
1139,NaN,NaN,NaN,NaN,NaN,1139
1140,NaN,NaN,NaN,NaN,NaN,1140
1141,5,0,NaN,NaN,NaN,1141
1142,1,1,NaN,NaN,NaN,1142
1143,1,2,NaN,NaN,NaN,1143
1144,1,1,NaN,NaN,NaN,1144
1145,7,0,NaN,NaN,NaN,1145
1146,1,1,NaN,NaN,NaN,1146
1147,0,1,NaN,NaN,NaN,1147
1148,2,1,1.18,15,7,1148
1149,0,6,10,1.33,5,1149
1150,0,3,3,2.45,3.25,1150
1151,4,0,1.36,9,5.5,1151
1152,3,0,1.61,5.5,3.9,1152
1153,1,1,1.55,6,4,1153
1154,0,0,1.5,6.5,4,1154
1155,2,2,1.65,5,3.9,1155
1156,1,2,1.75,4.6,3.6,1156
1157,1,0,NaN,NaN,NaN,1157
1158,1,0,NaN,NaN,NaN,1158
1159,4,0,NaN,NaN,NaN,1159
1160,1,1,NaN,NaN,NaN,1160
1161,2,2,NaN,NaN,NaN,1161
1162,2,0,NaN,NaN,NaN,1162
1163,0,4,NaN,NaN,NaN,1163
1164,0,1,NaN,NaN,NaN,1164
1165,1,2,NaN,NaN,NaN,1165
1166,3,3,NaN,NaN,NaN,1166
1167,1,0,NaN,NaN,NaN,1167
1168,2,2,NaN,NaN,NaN,1168
1169,1,1,NaN,NaN,NaN,1169
1170,4,2,NaN,NaN,NaN,1170
1171,1,3,NaN,NaN,NaN,1171
1172,2,0,NaN,NaN,NaN,1172
1173,0,1,6,1.61,4,1173
1174,1,1,2.5,3.1,3.2,1174
1175,1,2,3.3,2.2,3.6,1175
1176,0,0,2.15,3.5,3.5,1176
1177,1,2,5.5,1.75,3.75,1177
1178,0,1,5.5,1.72,3.7,1178
1179,1,0,2.05,4.2,3.25,1179
1180,5,1,1.05,67,26,1180
1181,0,1,12,1.36,5,1181
1182,6,0,1.15,21,9,1182
1183,0,2,3.1,2.3,3.7,1183
1184,2,3,1.4,9,5,1184
1185,0,2,NaN,NaN,NaN,1185
1186,3,0,1.22,17,7,1186
1187,4,0,1.5,6.5,5,1187
1188,4,1,1.2,15,8,1188
1189,1,1,3.7,2.1,3.5,1189
1190,1,2,8,1.4,5,1190
1191,1,1,1.44,8,4.6,1191
1192,3,1,2.87,2.45,3.6,1192
1193,2,1,1.12,26,11,1193
1194,1,2,6,1.6,4.33,1194
1195,2,3,10,1.35,5.5,1195
1196,1,0,1.65,6.5,3.7,1196
1197,4,0,1.22,17,7,1197
1198,1,1,1.3,12,5.5,1198
1199,1,0,1.3,12,6,1199
1200,1,0,1.44,7.5,4.8,1200
1201,0,1,2,3.9,3.6,1201
1202,3,0,1.75,5,3.7,1202
1203,3,3,26,1.12,12,1203
1204,0,0,2.25,3.5,3.3,1204
1205,1,1,NaN,NaN,NaN,1205
1206,2,1,NaN,NaN,NaN,1206
1207,0,0,NaN,NaN,NaN,1207
1208,1,2,NaN,NaN,NaN,1208
1209,8,4,NaN,NaN,NaN,1209
1210,2,1,NaN,NaN,NaN,1210
1211,1,3,NaN,NaN,NaN,1211
1212,0,1,NaN,NaN,NaN,1212
1213,3,2,NaN,NaN,NaN,1213
1214,1,1,NaN,NaN,NaN,1214
1215,0,2,NaN,NaN,NaN,1215
1216,3,3,NaN,NaN,NaN,1216
1217,2,0,NaN,NaN,NaN,1217
1218,2,2,NaN,NaN,NaN,1218
1219,0,0,NaN,NaN,NaN,1219
1220,0,0,NaN,NaN,NaN,1220
1221,2,2,NaN,NaN,NaN,1221
1222,1,1,NaN,NaN,NaN,1222
1223,4,0,NaN,NaN,NaN,1223
1224,0,0,NaN,NaN,NaN,1224
1225,1,0,NaN,NaN,NaN,1225
1226,6,0,NaN,NaN,NaN,1226
1227,1,2,NaN,NaN,NaN,1227
1228,1,4,NaN,NaN,NaN,1228
1229,2,2,1.85,4.33,4,1229
1230,1,0,4.5,1.85,3.8,1230
1231,2,0,1.12,26,10,1231
1232,0,2,3.9,2.1,3.5,1232
1233,5,0,1.33,11,5.5,1233
1234,3,1,1.53,7,4.5,1234
1235,3,0,1.72,5,4.2,1235
1236,0,0,2.1,3.7,3.7,1236
1237,4,0,3.5,2.2,3.5,1237
1238,1,0,3.3,2.4,3.2,1238
1239,5,1,1.5,7,4.4,1239
1240,3,1,1.6,5.5,4.5,1240
1241,5,3,1.6,5.8,4.2,1241
1242,2,4,3.5,2.2,3.3,1242
1243,2,1,1.44,8.5,4.33,1243
1244,0,2,3.5,2.3,3.1,1244
1245,1,3,3,2.37,3.8,1245
1246,1,5,3.9,1.95,4.2,1246
1247,4,0,1.36,10,5,1247
1248,6,1,1.4,7,5,1248
1249,2,0,3.5,2.1,3.6,1249
1250,1,0,1.66,5.5,3.9,1250
1251,3,1,2.5,2.7,3.7,1251
1252,0,0,1.65,5.5,4,1252
1253,3,0,2.62,2.8,3.25,1253
1254,2,3,1.65,5,4.2,1254
1255,1,2,1.85,4.2,3.75,1255
1256,1,0,1.3,10,5.5,1256
1257,NaN,NaN,3.5,2.15,3.5,1257
1258,NaN,NaN,2.4,2.9,3.5,1258
1259,NaN,NaN,3,2.25,3.8,1259
1260,NaN,NaN,1.5,6.5,4.5,1260
1261,6,0,1.12,26,8,1261
1262,0,2,3,2.37,3.3,1262
1263,2,0,1.8,4.5,3.5,1263
1264,2,1,1.4,7.5,4.6,1264
1265,1,1,2.25,3.4,3.2,1265
1266,1,0,3.25,2.15,3.5,1266
1267,2,1,2.5,2.75,3.2,1267
1268,2,1,2.1,3.4,3.4,1268
1269,2,2,2.6,2.7,3.25,1269
1270,0,2,12,1.3,6,1270
1271,3,1,3.5,2,3.6,1271
1272,0,2,2.45,3.1,3.1,1272
1273,3,1,1.5,7,4.2,1273
1274,0,0,1.83,4.2,3.6,1274
1275,1,0,3.1,2.37,3.2,1275
1276,1,0,5.5,1.61,4.33,1276
1277,1,2,2.3,3,3.4,1277
1278,4,4,2,4,3.6,1278
1279,3,0,NaN,NaN,NaN,1279
1280,0,0,2.87,2.37,3.5,1280
1281,0,4,2.7,2.62,3.25,1281
1282,2,1,4,1.95,3.4,1282
1283,6,0,1.12,26,8,1283
1284,3,1,1.12,15,8,1284
1285,4,1,1.44,7,5,1285
1286,1,3,2.5,2.87,3.2,1286
1287,2,0,2.62,2.8,3.1,1287
1288,1,1,3.3,2.15,3.5,1288
1289,1,0,2.25,3,3.5,1289
1290,0,2,2.25,3.2,3.3,1290
1291,1,5,4.5,1.75,3.75,1291
1292,1,1,2.5,2.8,3.3,1292
1293,0,0,1.5,7,4.2,1293
1294,3,0,1.14,17,7.5,1294
1295,1,2,3,2.3,3.3,1295
1296,1,3,2.1,3.5,3.3,1296
1297,3,1,1.16,21,7,1297
1298,1,0,1.75,4.5,3.7,1298
1299,2,0,1.53,6.5,4,1299
1300,3,3,2.5,2.8,3.25,1300
1301,0,1,17,1.22,5.8,1301
1302,2,3,2.9,2.3,3.5,1302
1303,2,1,3.3,2.15,3.5,1303
1304,2,1,2.7,2.6,3.7,1304
1305,1,1,2.3,3.2,3.4,1305
1306,2,1,NaN,NaN,NaN,1306
1307,1,1,1.16,17,7,1307
1308,2,2,3,2.4,3.2,1308
1309,1,0,2.37,3.2,3.1,1309
1310,2,0,2,4,3.25,1310
1311,1,2,2.15,3.5,3.3,1311
1312,2,0,3.7,2,3.5,1312
1313,0,0,1.8,4.33,3.75,1313
1314,4,0,2.3,3.2,3.25,1314
1315,1,1,NaN,NaN,NaN,1315
1316,1,1,3.25,2.25,3.2,1316
1317,0,0,1.65,5,3.6,1317
1318,2,2,11,1.25,5.5,1318
1319,2,1,2.1,3.5,3.4,1319
1320,2,1,1.72,5.5,3.4,1320
1321,2,1,5,1.7,3.7,1321
1322,2,1,1.5,7,3.9,1322
1323,0,1,2.4,3,3.25,1323
1324,0,3,2.45,3.1,3.3,1324
1325,0,3,1.5,5.8,4.2,1325
1326,3,1,4.4,1.8,3.6,1326
1327,2,1,2.15,3.5,3.3,1327
1328,2,1,2.6,2.9,3,1328
1329,3,3,6.5,1.53,4,1329
1330,2,0,1.2,15,8,1330
1331,3,1,1.5,6.5,4.33,1331
1332,3,0,1.95,3.75,3.5,1332
1333,0,0,NaN,NaN,NaN,1333
1334,0,2,NaN,NaN,NaN,1334
1335,1,3,NaN,NaN,NaN,1335
1336,2,0,NaN,NaN,NaN,1336
1337,1,3,NaN,NaN,NaN,1337
1338,1,2,NaN,NaN,NaN,1338
1339,0,0,NaN,NaN,NaN,1339
1340,1,0,2.15,3.5,3.25,1340
1341,3,0,1.55,5.8,4,1341
1342,3,0,2.6,2.75,3.25,1342
1343,3,2,1.25,13,5.5,1343
1344,1,1,1.15,21,7.5,1344
1345,0,3,2.9,2.5,3.2,1345
1346,2,5,7,1.44,4.5,1346
1347,0,2,2.15,3.3,3.4,1347
1348,1,0,2.6,2.8,3.25,1348
1349,3,1,1.65,5,3.8,1349
1350,3,1,1.55,6,4,1350
1351,2,3,NaN,NaN,NaN,1351
1352,0,1,NaN,NaN,NaN,1352
1353,4,2,NaN,NaN,NaN,1353
1354,0,0,NaN,NaN,NaN,1354
1355,0,1,NaN,NaN,NaN,1355
1356,1,2,NaN,NaN,NaN,1356
1357,1,0,NaN,NaN,NaN,1357
1358,2,2,NaN,NaN,NaN,1358
1359,1,2,NaN,NaN,NaN,1359
1360,1,4,NaN,NaN,NaN,1360
1361,0,0,1.8,5.5,3.7,1361
1362,1,1,2.05,3.8,3.7,1362
1363,2,1,5,1.7,4.33,1363
1364,2,2,2.45,3.2,3.4,1364
1365,1,1,3,2.7,3.25,1365
1366,2,1,1.3,12,6,1366
1367,3,1,1.36,12,4.8,1367
1368,2,1,2.05,3.9,3.6,1368
1369,1,3,NaN,NaN,NaN,1369
1370,4,1,1.5,6,4.8,1370
